Product-Category,Sugar_Content (%),Fat_Content (%),Calories_per_Serving,Sodium_Content (mg),Protein_Content (g),Fiber_Content (g),Health_Rating
Snacks,35.3391417325112,9.26863895412557,703.921490969237,388.666257041097,19.8117762268652,11.9328281078747,2.6
Snacks,38.0310366354302,29.9885657485249,761.263554517197,278.341026340877,20.3312758774992,14.4891675401868,2.1
Snacks,35.9797107466108,43.0756853613447,252.48501334824,322.879646130653,28.0406170888759,3.70536044305175,2
Dairy,41.1640864663056,43.4319819911713,873.818486728785,6.75863584986003,11.4204480783719,19.2867553642201,1.9
Dairy,2.05761120295551,36.217220316477,958.050989816406,81.085363568594,41.1105577653852,8.08161058986619,2.8
Dairy,27.6860618894311,37.2876689538063,274.879540552626,492.457383008452,14.7801138752111,13.0727104543546,2.2
Beverages,42.433209949282,27.896372257535,888.484684641384,37.9967531579159,35.2681345448341,0.377445091812105,2.1
Dairy,41.8406495679105,29.2334045082912,142.129824390291,339.394111130122,25.6607870889776,2.54638524510583,2.3
Beverages,55.5069266223942,6.6825290705259,102.921494309483,88.0413165158581,29.2948801676378,15.6406853976984,3.3
Beverages,45.8506537182476,22.1929594210651,172.762610097612,358.359292883821,8.98043694136515,19.3593889104051,2.5
Dairy,69.4493321438471,22.5388141943182,104.854025493684,352.995201480997,36.7511599089085,6.40110710110957,2.2
Beverages,19.8698170026052,47.924891783387,852.761625297987,117.099529894045,9.43102595213156,0.743614698825297,1.6
Dairy,25.1405720766362,21.5543431311645,106.097637235358,134.817199609602,5.67368188137196,7.21733203960275,2.8
Dairy,26.8693006307457,27.4671322451379,308.080981795473,327.385356801044,27.3339749944393,0.349362605580053,2.4
Snacks,32.6068964914174,26.6625699639551,148.568526359064,195.043019390107,35.4648568458833,3.84746184524938,2.8
Dairy,58.5198644646847,31.8380858522164,330.650934498077,97.2739848499556,2.50179182173784,15.0494403010748,2
Snacks,16.5054465771447,37.4116415665948,136.031494220874,365.839799393741,3.4697657470271,18.7417679621299,2.6
Dairy,54.3200144924801,11.2520938085436,684.603088205863,77.0737621681671,40.133958135296,1.74898168737773,2.6
Dairy,28.371712816002,26.4362209549218,176.660475525446,427.821832072473,40.4516349753666,11.1580155762102,2.9
Snacks,42.1298768563406,41.2958853658015,859.253629546943,257.334762025914,12.2652358529541,5.07761692248064,1.4
Snacks,44.2778373258414,23.1557356918756,826.331498190309,52.8503019396503,30.7614101400102,2.78118251587859,2.2
Dairy,26.0994046032254,13.9228773186787,62.9786011970789,347.036166765492,22.159003757233,4.37960459783115,3
Beverages,35.8830643644064,32.735453767815,900.940037739359,259.58151978727,31.6348020701757,11.5552613499541,2.1
Snacks,28.9121822253388,41.1883697899562,77.4971009061987,149.028785897405,43.1439642049613,1.30269002887922,2.7
Beverages,4.83929503306336,3.15701464636957,277.663495709679,211.269690111927,3.99282122911283,8.68437192336835,3.4
Beverages,30.6015772171779,38.8395241703614,80.7696808871953,149.168871793749,38.8992212994227,2.70455701910328,2.7
Beverages,6.81753747874865,41.0823966480886,369.05131268735,131.512917871392,24.651455226052,5.45354104788963,2.7
Snacks,28.3514559356225,23.0761463794303,538.173199427608,81.8042104218561,28.2063471880998,3.81508659486528,2.7
Beverages,41.5042879882247,49.1652828409234,806.812625564381,181.383566568738,32.696568000856,17.6595099966179,1.9
Snacks,40.5590429540451,39.3354170353655,371.082472946344,125.493603158035,46.1311574564554,14.1602266174258,2.7
Beverages,46.3834895305824,38.6831282447833,720.215523439461,341.717243526959,2.83599767758689,17.3692515789494,1.5
Dairy,6.66830555682384,37.3919287206036,228.129234263031,341.938370581653,1.47381760622238,7.66925669095385,2.4
Dairy,45.6486271871307,7.5304051609137,763.06853390692,250.920121277819,8.91308907443867,6.2682672970734,2.2
Snacks,21.8503639687513,10.8615443226505,274.196775613776,388.972263735161,49.3223863013368,7.61174389795534,3.4
Dairy,27.9332162295978,23.1995065732213,186.36751814658,420.669859503024,35.7538183688888,0.370963914488149,2.7
Dairy,60.0590377745894,13.2002174979733,226.138407855352,289.883228717137,30.7320559527251,14.4940855029712,2.7
Beverages,0.632128289068518,20.762048616702,222.959972437763,309.467581381717,2.3519526707374,6.99544913790157,3
Snacks,41.1888843338424,44.423205496146,537.219735408142,141.442954893183,43.9555111946482,6.26647607153583,2.2
Beverages,41.9099786070075,41.2163445939635,852.557702128739,447.43460035276,40.637842664858,11.9628213074107,1.8
Beverages,27.7661843440493,31.5019939239991,125.62482314288,12.1030222112649,33.2400021933542,8.72499823419633,3.1
Beverages,16.5919499975835,42.9060197125552,721.608502568752,174.301234721423,16.9565407742351,19.616867364478,2.4
Beverages,16.4271826783086,39.1886194508625,671.629136670215,360.900210774928,3.52524777841287,7.12506085797603,1.8
Beverages,61.8596768762527,21.4492465920445,878.893954237894,40.0447548355806,29.0019243950461,12.2779168441583,2.2
Beverages,30.9417061648,10.0532576024973,281.940182481562,91.5847637141463,35.9847285730419,6.23302201219303,3.3
Beverages,23.162255409242,25.710052000467,477.604365750778,294.642863931426,4.71201752386237,19.8118996042131,2.6
Snacks,31.4144301681982,36.8114441264275,929.536005721342,279.996835731779,31.6883829899248,8.90222069440256,2
Dairy,46.8573281021553,21.8209799364797,676.993777628551,369.464148065478,14.3183033943579,12.6825762173361,2
Beverages,10.2029597771326,33.3385954891949,419.329992218517,406.306319544086,38.2122110609906,2.53443341905354,2.7
Beverages,31.4603684649616,4.71637131455218,174.841763712505,64.2897892558346,26.9807925300919,14.6604842972732,3.6
Beverages,41.1519059777271,37.4002368185702,299.360757505562,9.19049488762103,6.45183939052184,5.38420115751244,2.1
Beverages,66.4008348396004,40.6356809946531,602.154703614914,344.819259829453,26.3259723866618,8.97226505659344,1.4
Beverages,17.6769447452794,35.3418927890271,732.259550182488,150.69589788318,19.7868431683359,17.6626612465492,2.6
Beverages,25.1475523541372,48.3631793763183,168.200792509299,312.991956958977,9.0177984140826,19.411050297702,2.3
Dairy,26.5551012945697,41.332602873032,619.617397041851,75.2722940311124,42.0757862031062,8.49144203680714,2.5
Dairy,42.3876710351418,45.1546863938269,572.833714896814,234.520023332981,0.55142242495681,16.69605335909,1.6
Beverages,24.9712437128001,46.6785541728824,538.257674356173,252.212373031718,15.6064138439053,1.06697989099722,1.7
Dairy,37.3458347709787,40.0673995936904,705.616961797908,292.538908186608,0.629751908471338,16.9514805958053,1.7
Snacks,54.7253230891521,33.712942100325,845.577115329289,256.585008165282,4.80034732530764,12.590206443053,1.4
Beverages,49.3769915878543,0.285929068039464,356.840199018025,247.845385114357,14.8548109586541,9.77412336783204,2.8
Snacks,31.245805255881,23.2912876611562,894.561580605412,166.367076991928,2.71355926946868,17.799274102745,2.3
Snacks,60.4951324371918,28.5581149311181,202.601931987623,35.5901181590431,29.8315266178571,16.9067444501283,2.6
Beverages,39.0698174715704,15.2015136224,214.372676263606,44.7600983984212,4.34314539930914,5.93890191907144,2.7
Dairy,37.7934087651549,15.9052223451736,303.433460442728,216.889137203577,35.0856817033048,15.8297676468952,3.2
Snacks,2.39314361574107,48.0579707855083,163.554326069724,177.896563910497,2.63210563135806,1.98981867324745,2.3
Beverages,69.0685086250013,44.5855432601373,268.803263448734,258.067402337249,2.96544474005484,16.4552787093474,1.4
Snacks,8.60795659707387,42.4589502750852,151.091174757702,152.419084628133,15.2662949516633,13.509112360465,2.8
Snacks,16.1791638699353,20.3005900853055,830.664796136121,343.955045727662,44.8285762484639,1.75732661863885,2.7
Snacks,3.61877860690689,0.684927520445727,182.020542292293,431.977411004755,32.0696624361658,13.6616034694827,3.9
Snacks,44.800207678584,4.0111123227857,759.932679681864,149.431594393434,38.506564596446,11.6103855335274,3
Dairy,15.7290823880876,15.6098184108802,95.5181745176671,96.4920039695143,7.0776054738553,11.8910020229009,3.3
Snacks,12.6007306230906,0.787145649783849,951.094311138219,58.0902871270446,41.7062716623623,5.81727870259397,3.5
Snacks,6.1988908956269,0.857489095759906,725.602083151378,308.127020285406,0.407312409711758,5.32994400025691,2.9
Snacks,7.2316269986811,45.8301650821206,56.4567211568062,221.927995570285,10.6528675366503,15.2507022410804,2.8
Dairy,40.9269490309812,35.3079251059527,775.663675190203,94.0078585981445,30.8046160574997,5.13626962034478,2.1
Snacks,48.1745506106617,15.4477995034076,538.377824727876,326.568366645928,18.7623204297025,8.92524503619797,2.3
Snacks,27.8165291925081,6.63222888004766,790.396911818364,74.2415915026422,49.2096695859282,13.8957799719757,3.5
Dairy,33.5927957114451,25.5817858947539,546.371968446059,277.150352923976,1.51696234091591,1.59232502654876,1.9
Dairy,48.0177415188089,0.267308042718223,658.973614753587,263.574190812632,49.9299083968272,11.8909676522331,3.2
Dairy,1.21658531298357,46.9206871929072,797.015072625288,367.113900593042,31.1813916430658,11.7875274529623,2.4
Snacks,22.6191459949195,20.7407559694474,434.852651858464,27.5548199703334,27.9353497298048,13.6845742177605,3.2
Dairy,68.1168423649243,20.1167477618666,52.5727423294295,443.936465925665,2.97562212819872,7.39856190611317,1.8
Dairy,40.6078560786828,19.5296803790891,857.449171147929,351.49586307341,13.6664438332945,8.97959548127679,2
Snacks,17.7957205928245,3.46641651938824,411.845844493429,108.062999174381,46.2331344145798,6.59938627889387,3.8
Dairy,36.5211032645349,31.9161119895913,521.240589715754,91.7026743048698,17.7123001594622,16.1633649437755,2.5
Snacks,23.9857441684641,36.6501809814177,57.3783100462703,215.830107071892,33.0826600233626,2.61221520072265,2.7
Beverages,37.2571492178409,33.8062698794145,517.487409832593,408.782664772298,49.9748175209361,19.2590790715066,2.7
Dairy,8.80190582646542,6.92177466646972,987.163031493143,421.474996569554,13.1534856916771,12.6967231195843,2.8
Beverages,9.29002576734942,28.9420084017796,314.354277777831,260.228046069692,28.8040439507247,17.7381344878435,3.2
Snacks,10.0479653427575,28.4742242086127,425.647356730259,430.405431343369,34.8218896351107,8.52462916529529,2.8
Dairy,65.7873854348789,43.4205393970691,702.830496645243,2.72185459584529,8.23136232827076,6.64558140783993,1.2
Snacks,51.3029242838939,18.9563829187824,824.053984147476,17.5873157657983,7.43362818480911,18.0145162024797,2.3
Beverages,11.3667326263625,18.5742971829717,446.522042805795,455.910796818371,22.8153955829087,1.97746057752606,2.7
Snacks,13.1844358635921,30.9263529359093,344.185426881228,387.665964942958,19.2906260879645,2.34214463010556,2.4
Dairy,51.1580632409614,31.6536326749757,940.934509985814,225.353029125193,35.7107718428657,5.98693552969355,1.8
Dairy,10.9314691354522,23.4642613662895,693.287718338086,376.805065738994,3.47543857242931,19.1954996353264,2.6
Beverages,16.419290533438,22.1529681165211,163.070239268484,477.819730861711,48.6083311870345,12.6613721973021,3.3
Snacks,67.4342782974279,24.7073835318941,115.481484227916,386.044761940643,0.713849084291618,11.083873932308,1.7
Dairy,17.8714567309902,43.0522649751656,509.372358250851,421.185666909161,30.0658412168076,14.1071267271084,2.4
Beverages,46.3142645259803,23.0583450626955,259.085562744909,380.303290695031,28.1316297933694,8.34949112156332,2.4
Dairy,68.5041901180371,46.9965895984911,291.285515707441,84.1055462167708,6.73578654348629,15.161470028416,1.5
Dairy,26.2007736997855,25.2001881798163,883.807569886456,416.787054822868,7.54579913567649,7.86461395945755,1.9
Snacks,1.22611936034436,47.4600346590446,135.087723100495,97.554410012105,39.6338743897313,16.5272636971293,3.4
Dairy,17.0903103295662,41.6415950934538,729.595909467445,446.305664022074,44.3781229206342,5.34590164153009,2.2
Snacks,58.1614033939194,18.1215661307915,307.585140711559,229.324949040538,14.1508482941885,5.55093318596049,2.1
Dairy,60.5226185168526,43.1820710648308,772.311810333931,338.488376155514,21.8981981981284,10.4476661085347,1.3
Beverages,53.7963555166654,5.50316421005576,736.290815240367,248.620423940322,17.7497520519177,8.6152231672347,2.3
Dairy,7.91768733536011,46.2523587671507,57.0223063720784,46.995464708301,3.62735064933259,12.9623168856939,2.7
Snacks,55.6857260187482,31.5821757541446,533.678642275519,145.361153810333,33.6602123007905,7.28581509347158,2.1
Snacks,64.3074457895453,2.71953742611556,182.353508259144,491.865926998503,41.2596467402845,4.61101298140734,2.6
Beverages,42.0426679782365,32.2128361825406,872.915679049743,480.357375834909,15.2439678695604,9.39617125765802,1.5
Dairy,65.8612749436645,48.7123827072378,878.006588719286,160.243448827774,49.5087896815359,11.2191299899429,1.6
Dairy,57.8787218598314,3.49003273073145,447.42851711907,498.148402122613,3.79257786411775,2.85200107659381,1.9
Beverages,46.6880061893635,27.7343854890043,472.175837528527,422.77559774845,33.089535690726,11.1343725146633,2.2
Dairy,40.4029665698224,37.3897174879686,338.118792434301,305.479749716127,22.4114007263044,6.38513410495794,2
Dairy,24.4001567069379,40.5129293349766,730.775984012029,20.0623101305047,22.3300950553328,7.84903769737016,2.3
Snacks,11.1501211669964,20.6913732660398,390.728294875136,450.72341476919,22.882280801677,5.58636258126563,2.8
Dairy,42.3467745883379,10.2083279584122,304.402850796502,278.71463963216,12.9340886900714,18.6282065558612,2.9
Dairy,22.2678087532684,2.11711393861919,460.619506529283,434.238075601385,35.7781413666116,13.6667256256043,3.4
Beverages,60.6507067269352,28.9863078548612,136.913142468086,417.214559952871,36.0788263042513,5.24920622801367,2.1
Beverages,69.533585615104,22.6455535133805,759.273044411994,416.503107600543,14.1198555052914,12.900626691039,1.5
Snacks,52.6699433830901,47.4372197574856,61.9665812081976,349.086930357453,41.7653230429225,16.9714481916409,2.3
Dairy,6.33371867009355,3.03024538574549,662.260808444564,145.707569338024,15.8422471825165,8.03260416665537,3.4
Dairy,20.2079916871447,34.2697671723003,223.721300417129,168.08012887226,36.2546561993271,16.5991501831236,3.2
Dairy,7.63767422360248,1.24831110600286,270.783843903693,154.234606291343,6.04998837560332,3.08829888679985,3.4
Snacks,45.5358153454201,8.57170883552714,653.850398708038,10.0229997662823,8.43508214018728,16.4556272973234,2.8
Snacks,53.5633605189049,22.6789499961417,993.296292493762,291.284454607406,15.7897822254126,10.8058848534473,1.7
Beverages,64.7972381616498,22.7436221401434,788.831614618923,349.416835223016,29.6936883833931,4.45948976019964,1.6
Snacks,30.6720642488391,34.2850271466822,264.547650612222,426.932996762602,32.275574273935,8.14282769111823,2.4
Dairy,63.0962954711911,45.5106517433878,217.223517289077,70.0827166913652,19.8178085983737,19.7598598489323,2
Dairy,61.4523811328929,31.951607945746,872.921226754287,272.091574488401,3.8919576555257,15.6711203328485,1.4
Snacks,22.2037001735779,47.6767548925754,471.974750525429,4.00407033689143,18.6817326046362,11.5017272277023,2.4
Dairy,60.82304378784,44.0807819938999,180.200162686748,47.5468238553647,34.4383757979576,2.30327823809051,2
Dairy,26.2970576317209,29.2249897765395,869.100852155841,27.1058721029965,33.5497730565158,8.35623165803001,2.6
Snacks,20.7808492192197,41.6895975459414,825.287735268548,362.739017007744,8.00982066027214,5.26103028023875,1.6
Snacks,45.4352261156075,32.1288805161817,984.711045702305,40.5297819388016,0.389198513448358,1.42002159010781,1.4
Dairy,22.9866859519557,3.92789154618636,914.25650237705,358.226490779395,37.6490808648058,10.8440877743863,3
Dairy,44.1146123830401,37.0282361629755,859.200821727515,124.812352205292,5.31840831926219,17.7837139968175,1.8
Dairy,42.6882263849086,4.74542206336731,99.945677920453,438.85648034847,4.11745719821428,13.5119973634825,2.8
Beverages,39.4407249143921,29.7041390284856,149.194601023212,406.574994181907,0.135060841708173,4.99360775961022,1.9
Beverages,26.6293792962958,35.1320102929114,590.534034588917,478.915108737638,21.6300662978464,11.4716921390758,2.1
Beverages,38.3949805156034,3.32638041054276,554.90528396773,441.881007729016,25.1631950450407,18.8646856669394,3
Snacks,41.7539832489795,11.5397326963266,485.065053765059,466.664709558174,31.8832023074295,14.4583010584587,2.7
Beverages,38.1980821946831,45.7836116130825,426.949859143855,429.371198256654,14.8031920356293,13.7894779881353,1.7
Snacks,31.1093616925841,30.8157246116448,459.649960621112,346.690950307428,35.521235819339,19.3631633245503,2.7
Snacks,1.02669399323847,12.3143009405266,590.833037428056,85.129576062718,8.46659287034708,15.9774662236805,3.4
Beverages,41.0943195390806,34.5339885574003,51.9726917200771,135.853759427046,41.5995026555174,2.73247086197504,2.7
Beverages,11.7911069599904,29.8388209980845,297.67333542621,106.363483065137,28.5924164445223,6.95270173952403,3.1
Beverages,44.9803178263033,25.0787849958974,542.365734654276,301.792893829103,29.1944911686024,19.3028140147537,2.5
Dairy,53.1541029546006,48.8093487494042,736.105293739964,251.809968986801,10.4887706889554,9.79410788395996,1.2
Beverages,35.0311716391519,34.1726888703754,215.448857775627,433.539998579212,3.70543746501941,2.23274890642371,1.8
Dairy,37.9654565485817,18.7720554833956,569.537115098061,476.336433249538,23.2362401540336,9.17209759344684,2.3
Snacks,66.6034991766194,40.0036716038434,728.736699691493,202.429944809072,30.7805975961179,13.939864681416,1.6
Dairy,59.3017152960802,44.2291646460594,472.396275018209,253.175276640406,4.75232293308428,19.9509644336248,1.5
Beverages,63.9965561166029,6.26102797584157,75.7270769865485,485.75817840207,47.5267237264083,6.47810633126404,2.8
Snacks,56.9636401823711,10.0276488922633,476.804750542355,138.119470811572,49.0207180116403,10.2817374975855,3
Snacks,7.6242839292712,10.811350456389,331.622643356945,396.195387679407,27.2728347696246,17.5936140929959,3.5
Snacks,10.4294299179136,34.560590469327,933.167127316262,112.619951167623,47.5034577636703,7.10534436114667,2.8
Dairy,36.8636658088272,30.1519777526642,168.382716394411,340.730057712636,8.97226187904265,2.18523113181714,2.1
Beverages,17.2248761158599,30.9495782349294,669.852157731871,126.807813819282,1.27103425897624,18.9787175000301,2.5
Snacks,33.3686832528811,47.0386649844751,100.083778017776,441.866694415693,1.9704767645195,9.76881613427,1.7
Snacks,27.6055726672845,38.7955766403653,473.861915922062,280.738971868338,29.375623971339,10.0556742154394,2.3
Snacks,38.4589966901317,6.39684622558916,576.280512859077,92.9668204371923,3.08209417184118,12.4240028920836,2.7
Dairy,52.2813001295076,17.3753541212591,333.057184751022,112.184587849243,47.9272803412044,0.0707324740644921,2.7
Dairy,50.0843634969492,21.7696823087868,482.321853744365,246.92459785405,7.09666053796993,18.622623511377,2.3
Beverages,36.4863892739734,19.7980794373802,205.376104803678,480.801012787439,15.2361403026489,7.22902169549083,2.4
Dairy,57.5675393171941,33.465430458094,338.917656994634,384.821081941827,41.1258900999174,7.93863724768697,2.1
Snacks,30.1603464076623,44.5946551628281,640.051008664693,244.154821412923,10.9370161552047,3.4821849506647,1.6
Beverages,62.7700002888086,15.3025731761394,336.710053068097,168.859572281109,12.1484229227285,7.56303226584922,2.2
Snacks,4.98961890386147,27.5938568210593,904.755924488428,274.634246674221,32.1154477895509,16.078870615521,2.9
Snacks,66.8262021023315,39.4704710956793,646.98660975894,374.18041671431,13.8043044244631,15.9998334511107,1.3
Dairy,45.8285157001944,20.8109029422675,466.716567514185,391.9642942264,10.872381700385,18.7159368179091,2.3
Beverages,26.6052156256044,8.40590641996479,86.8190887764733,162.304399048472,12.7088857152829,8.06458945361592,3.2
Dairy,13.8007888601014,23.7475482631874,524.570918444438,360.579634106939,24.5323749670363,14.1744300749717,2.9
Dairy,33.542826061052,2.76112603715142,776.537430018835,328.894390018093,48.3049936365741,10.1447511041511,3.1
Beverages,13.6190826229711,47.1191727001138,302.279718111793,479.556145998147,41.6118970780614,16.0804557903826,2.6
Snacks,11.64321254202,3.74106025974865,816.434891166329,465.545145254007,14.2305132280089,14.2508401826599,2.9
Snacks,43.2146230189082,21.9228357625289,289.216427748337,394.689662801789,18.1686604249049,7.35805850572551,2.3
Beverages,36.6159307207249,26.4940630544263,832.55906855326,361.697344427464,23.2256125252039,6.73347668507385,2
Snacks,46.9067224227659,49.2651916143643,131.004924531094,137.020794852138,48.9464823508495,5.04884926055935,2.3
Beverages,65.0724114195393,8.30109118214304,872.874523425578,422.982628049267,8.61952341678579,11.5303158097728,1.7
Beverages,37.2582149337328,5.72157593061793,524.227128386664,213.752851856683,17.8741551745941,19.2768570318772,3.1
Dairy,40.6652437283958,0.435307353127179,331.710710139249,136.120271253022,36.4713046991358,4.00133475235132,3.3
Beverages,6.27384374084595,7.77857184346512,301.857587894391,192.080378976731,48.1971867134472,1.9050490980865,3.8
Dairy,50.2345050136041,10.3636489533834,460.410030983845,417.967745008254,7.78376063821188,2.38801284152627,2
Snacks,27.9933644762909,31.5290470791546,999.097023198463,74.3166077889425,11.3689977097173,15.661973525003,2.2
Snacks,68.3707667063805,10.98533951957,259.311023765703,228.079370559911,11.2847337195215,7.00209608569127,2.2
Snacks,57.6221810916962,1.02604073646626,148.05581643505,246.178797264745,1.04660147460368,4.48733655384759,2.5
Snacks,36.5736728361283,41.3309172751244,605.783410282729,18.3148487994097,30.2057812490475,7.05688236747,2.2
Dairy,8.62558579205162,18.2797850501983,514.115343118244,97.8730147740827,33.5351537072947,12.9066162565904,3.5
Snacks,60.1591055296412,17.6848343290367,547.986457510142,413.371214287928,30.1262945062627,10.9357424965657,2.1
Beverages,55.9846766796815,15.1239514583963,683.588646679356,415.38369429738,3.56614947064072,14.8717881304245,1.9
Beverages,12.9209590675923,48.768663857321,303.786866377117,146.207541942124,3.46150628728159,6.78148296963553,2.1
Beverages,20.6694802454217,8.50577086546407,915.131745614694,437.448617298963,10.5193277247062,9.04057146929371,2.4
Dairy,55.5385080703486,44.9119031976618,463.888462816176,385.891469534174,14.5147257849457,2.03936737925847,1.2
Snacks,12.9659912583187,38.8401666069944,172.631885385339,208.953741897705,39.3271827955024,1.46117292065563,2.8
Snacks,64.2426742419964,3.82399777496565,755.183818897247,374.203172202519,7.96951328744606,9.24510485688201,1.9
Snacks,29.7169197637453,49.3364550750424,660.949134986958,480.667315597403,2.20461081987661,6.03193214891847,1.2
Dairy,6.09272738113611,13.5682981769505,349.956232359835,229.484859032674,19.6993753856528,12.2560114427226,3.4
Beverages,57.1024050452997,4.92914635112062,640.442787832346,119.213589476742,20.819608507096,0.860043308891438,2.3
Beverages,26.1456778126871,41.465711706288,258.868858550528,470.908250025078,22.5453669094477,2.43532755199131,2
Snacks,36.8549435907647,35.333776683885,472.597391373503,301.872144281628,41.3451772013484,17.3038162221279,2.6
Beverages,7.86130410878534,30.860940293895,904.441896058959,52.6325812402126,4.90027074354709,11.3262324303821,2.5
Beverages,0.180881039148767,7.79904318494666,176.857521502712,286.341407928345,35.1971041210981,14.2410906738245,4
Dairy,44.6589644055308,23.9248058127981,417.361627488089,250.290444724149,16.8972785522645,16.8394423741459,2.5
Dairy,36.0622619233612,39.0278013443607,830.08530348433,427.794447037782,15.4990068217735,9.27668685900104,1.5
Dairy,41.5476998386203,15.181196907192,971.016354435869,265.347594881761,46.627156304299,15.2212076793495,2.7
Dairy,55.5620695266361,15.5844914257521,481.229829600706,127.616217172142,12.4234262208371,10.4917115814705,2.3
Snacks,45.2624139396002,0.157045302406106,531.64963913618,337.822031932444,32.1265917669683,4.45497540547408,2.8
Dairy,12.2341409979164,8.71217008226898,593.563363694581,271.28772626779,13.7563878688046,6.75312337601879,3
Beverages,25.254076337742,43.7702812560917,935.730734552025,116.522314133436,25.3571941320193,9.80700882111322,2
Snacks,63.4123773351432,22.0873245818854,865.296451428178,286.813928971454,39.3146446298139,6.33771104344542,1.9
Beverages,53.8961290176175,49.2117249617217,212.071068390562,410.767788944843,44.086126175813,6.71055382699797,1.8
Beverages,38.9645940555702,19.7853981786896,464.919926954721,14.2854588620052,41.9348620147525,6.74785662497533,3
Beverages,17.8951498466491,35.7593227390121,490.800406786605,315.425519322556,29.109036807232,2.45679957714208,2.4
Dairy,21.1442351284357,14.0959521452365,799.641306066319,174.792597892196,12.4408157669111,1.69285214424503,2.5
Dairy,51.2370647309944,18.1904820570467,622.748238475164,146.335722879712,33.0616691630933,0.929920793826087,2.3
Snacks,59.582198259694,9.53629937954473,671.509438927562,196.293875180556,35.4952522889804,2.21912522068674,2.3
Snacks,46.999726867143,17.3531184249698,998.289912282337,171.011332123991,0.534599505675071,6.87414184271236,1.7
Dairy,56.6670983037909,27.3618760210322,121.212041296512,416.119553354221,21.9605255465937,11.8774361156611,2.2
Beverages,53.6659294640284,49.5886440489625,261.859332357046,137.39890538395,42.1631021410882,3.76293854418818,1.9
Snacks,10.479277756987,33.2100856535893,437.50114050297,366.576511553293,24.4793798121524,17.7601769200528,2.8
Dairy,29.6761369039311,9.9622977204157,380.393282896443,47.0299101142944,15.5687721081661,16.167648624789,3.3
Dairy,10.7088660579994,2.24807207957756,70.5632832796344,475.698186242208,43.5898885512331,10.4105422561833,3.9
Dairy,16.4664909361389,6.31782406572553,137.188726147617,311.158318624276,7.79403487649029,14.4841966162672,3.4
Beverages,60.8481737255737,28.1277600636524,696.905626833397,353.35928852228,10.32226162081,7.32657049397517,1.4
Dairy,33.1024375943228,38.2580164408383,885.358240194433,149.019666047225,34.3686183468067,0.735555854661798,1.9
Dairy,37.4750671289863,47.0209603650374,538.515660702679,206.048284354057,17.6217970763288,18.0866569506508,2
Dairy,12.491217565944,0.791158599841041,562.231525537951,111.889193135488,35.650841786689,2.55586976515644,3.6
Dairy,21.8590250234157,26.1380070780935,292.33876119076,466.268042901112,7.8851810629746,18.958746927593,2.6
